1girl,1人の女の子
tabard,タバード
injury,けが
outstretched_hand,差し出された手
shimakaze_(kancolle),島風_(艦これ)
hand_in_pocket,ポケットに手を入れる
jeanne_d'arc_(fate),ジャンヌ・ダルク（fate）
creature,生き物
pajamas,パジャマ
hug_from_behind,後ろから抱きしめる
blue_nails,青い爪
snake,蛇
holding_phone,電話を持っている
hairpin,ヘアピン
oni,鬼
ofuda,お札
jeans,ジーンズ
toenails,足の爪
miko,巫女
lollipop,ロリポップ
animal_hands,動物の手
butt_crack,お尻の割れ目
text_focus,テキストフォーカス
hand_between_legs,脚の間に手を入れる
spread_pussy,まんこを広げる
chopsticks,箸
thought_bubble,思考バブル
hibiki_(kancolle),響(艦これ)
circlet,サークレット
white_skin,白い肌
pink_shirt,ピンクのシャツ
light_rays,光線
knees_together_feet_apart,膝をくっつけて足を広げる
blue_panties,青いパンツ
blue_footwear,青い靴
top_hat,トップハット
striped_bow,ストライプボウ
tatara_kogasa,たたらこがさ
sakura_kyouko,sakura_kyoko
doll,人形
drinking_straw,ストロー
jumping,ジャンプ
underwater,水中
hoop_earrings,フープイヤリング
oekaki,おえかき
outside_border,外側の境界線
:t,:t
pouch,ポーチ
ass_grab,尻を掴む
frilled_apron,フリルエプロン
tomoe_mami,トモエマミ
high-waist_skirt,ハイウエストスカート
brown_skirt,茶色のスカート
swimsuit_under_clothes,水着の下
aircraft,航空機
kawashiro_nitori,kawahiro_nitori
touken_ranbu,刀剣乱舞
hololive_english,ホロライブ英語
puffy_long_sleeves,パフィーロングスリーブ
red_scarf,赤いスカーフ
striped_shirt,ストライプシャツ
snowing,雪が降る
bloomers,ブルマー
red_rose,赤いバラ
colored_eyelashes,色付きまつげ
pink_lips,ピンクの唇
alternate_breast_size,代替乳房サイズ
stairs,階段
chocolate,チョコレート
white_blouse,白いブラウス
valentine,バレンタイン
covering_breasts,胸を覆う
rock,ロック
wedding_dress,ウェディングドレス
dog_tail,犬のしっぽ
love_live!_sunshine!!,ラブライブ！サンシャイン!!
mountain,山
kaenbyou_rin,火炎病リン
full-face_blush,フルフェイスブラッシュ
object_hug,オブジェクトハグ
handbag,ハンドバッグ
sportswear,スポーツウェア
lantern,ランタン
hinanawi_tenshi,hinanawi_tenshi
the_legend_of_zelda,ゼルダの伝説
league_of_legends,リーグ・オブ・レジェンド
eighth_note,八分音符
city,市
bouquet,花束
female_masturbation,女性の自慰行為
height_difference,高さの差
blue_swimsuit,青い水着
faceless_male,顔のない男性
realistic,現実的
clothed_female_nude_male,服を着た女性と裸の男性
purple_bow,紫色の弓
hair_bell,ヘアベル
wide-eyed,目を大きく見開いて
mirror,鏡
paper,紙
sign,サイン
high_collar,ハイカラー
mug,マグ
dragon_girl,ドラゴンガール
sideburns,もみあげ
strawberry,いちご
hip_focus,ヒップフォーカス
!?,！？
nose,鼻
breastplate,胸当て
frog_hair_ornament,カエルの髪飾り
tentacle_hair,触手毛
round_teeth,丸い歯
spoon,スプーン
geta,下駄
brown_jacket,茶色のジャケット
halter_top,ホルタートップ
meme_attire,ミームの服装
emblem,エンブレム
orange_bow,オレンジボウ
houraisan_kaguya,houraisan_kaguya
hands_in_pockets,ポケットに手を入れる
brother_and_sister,兄弟姉妹
frilled_shirt_collar,フリルシャツの襟
adjusting_clothes,服を調整する
crystal,結晶
waving,手を振る
sailor_hat,セーラーハット
object_insertion,オブジェクト挿入
ice_cream,アイスクリーム
pink_bra,ピンクのブラジャー
mouse_ears,マウスの耳
@_@,@_@
pout,ふくれっ面
dragon,ドラゴン
zoom_layer,ズームレイヤー
water_drop,水滴
card,カード
yellow_ribbon,黄色のリボン
tales_of_(series),テイルズオブ(シリーズ)
painttool_sai_(medium),ペイントツール_sai_(中)
spread_arms,腕を広げる
idolmaster_million_live!,アイドルマスターミリオンライブ！
shoulder_bag,ショルダーバッグ
mustache,口ひげ
fighting_stance,戦闘姿勢
center_opening,センターオープニング
open_book,オープンブック
anchor_symbol,アンカーシンボル
belt_buckle,ベルトバックル
antennae,触角
nurse_cap,ナースキャップ
arrow_(projectile),矢印_(発射物)
animal_hood,動物性
mash_kyrielight,mash_kyrielight
kill_la_kill,キルラキル
white_sleeves,白袖
shigure_(kancolle),時雨（艦これ）
kongou_(kancolle),金剛（艦これ）
white_sailor_collar,白セーラーカラー
hime_cut,姫カット
headpiece,ヘッドピース
koakuma,小悪魔
gothic_lolita,ゴシックロリータ
camera,カメラ
stubble,無精ひげ
boku_no_hero_academia,僕のヒーローアカデミア
meme,ミーム
overwatch,オーバーウォッチ
blood_on_face,顔に血が付いた
open_coat,オープンコート
white_swimsuit,白い水着
light_blush,ライトブラッシュ
arm_warmers,アームウォーマー
back-to-back,連続して
fence,フェンス
adjusting_hair,髪を調整する
wand,杖
fork,フォーク
holding_umbrella,傘を持っている
star_hair_ornament,星の髪飾り
enmaided,メイド
partially_fingerless_gloves,部分的に指のない手袋
wooden_floor,木製の床
forehead_mark,額のマーク
motion_blur,モーションブラー
visor_cap,バイザーキャップ
white_shorts,白のショートパンツ
mario_(series),マリオ_(シリーズ)
sun,太陽
robe,ローブ
white_kimono,白い着物
black_vest,黒のベスト
anklet,アンクレット
bun_cover,パンカバー
black_belt,黒帯
hair_tie,ヘアタイ
glint,きらめき
cum_on_hair,髪に精液
door,ドア
front-tie_bikini,フロントタイビキニ
naval_uniform,海軍の制服
jack-o'-lantern,ジャック・オー・ランタン
mole_on_breast,胸のほくろ
wince,ひるむ
apple,りんご
pocky,ポッキー
sunflower,ひまわり
white_hairband,白いヘアバンド
inazuma_(kancolle),イナズマ_(艦これ)
borrowed_character,借用文字
cannon,大砲
blanket,ブランケット
alternate_color,代替色
covering_mouth,口を覆う
hijiri_byakuren,聖白蓮
lowleg,ローレッグ
hitodama,ひとだま
sports_bra,スポーツブラ
backless_outfit,背中が開いた服
everyone,みんな
arrow_(symbol),矢印_(シンボル)
sword_art_online,ソードアートオンライン
akagi_(kancolle),赤城（艦これ）
armored_dress,装甲ドレス
patreon_username,パトレオンユーザー名
mature_female,成熟した女性
orange_background,オレンジ色の背景
vibrator,バイブレーター
inaba_tewi,イナバテウィ
unbuttoned,ボタンを外した
folding_fan,折りたたみ扇子
drink,飲む
pokemon_sm,ポケモンSM
re:zero_kara_hajimeru_isekai_seikatsu,re:ゼロから始める異世界生活
fire_emblem:_three_houses,ファイアーエムブレム：風花雪月
bandaged_arm,包帯を巻いた腕
blindfold,目隠し
horse_tail,馬の尻尾
dragon_ball,ドラゴンボール
blurry_foreground,ぼやけた前景
sitting_on_person,座っている人
muneate,胸部
ibuki_suika,いぶきすいか
photo_(medium),写真（中）
can,できる
floral_background,花の背景
clock,クロック
palm_tree,ヤシの木
silent_comic,サイレントコミック
music,音楽
single_earring,シングルイヤリング
panties_aside,パンティー脇
black_coat,黒いコート
robot,ロボット
frog,蛙
arched_back,アーチバック
bandana,バンダナ
clitoris,クリトリス
labcoat,白衣
yokozuwari,横づわり
head_out_of_frame,フレーム外の頭部
argyle,アーガイル
yu-gi-oh!,遊戯王！
name_tag,名前タグ
bandeau,バンドゥ
beanie,ビーニー
crotch_seam,股の縫い目
monogatari_(series),物語シリーズ
eyeball,眼球
mahou_shoujo_lyrical_nanoha,魔法少女リリカルなのは
silhouette,シルエット
short_eyebrows,短い眉毛
straw_hat,麦わら帽子
turtleneck_sweater,タートルネックセーター
multicolored_eyes,多色の目
alternate_hair_length,髪の長さを変える
top-down_bottom-up,トップダウン_ボトムアップ
android,アンドロイド
bishoujo_senshi_sailor_moon,美少女戦士セーラームーン
holding_clothes,服を持っている
chinese_text,中国語テキスト
hanging_breasts,垂れ下がった胸
anchor,アンカー
mittens,ミトン
railing,手すり
mature_male,成熟した男性
skirt_hold,スカートホールド
mystia_lorelei,ミスティア・ロレライ
smoking,喫煙
highleg_panties,ハイレグパンツ
double_v,ダブルv
leg_lift,脚上げ
gohei,御幣
fantasy,ファンタジー
guitar,ギター
unzipped,解凍された
green_jacket,グリーンジャケット
holding_staff,ホールディングスタッフ
hand_on_headwear,頭に手を当てる
gag,ギャグ
gakuran,学ラン
pistol,ピストル
souryuu_asuka_langley,souryuu_asuka_langley
jacket_on_shoulders,肩掛けジャケット
gold_trim,ゴールドトリム
angel,天使
cropped_torso,胴体部分を切り取った
basket,バスケット
groping,模索
blue_skin,青い肌
goatee,あごひげ
petticoat,ペチコート
bookshelf,本棚
military_vehicle,軍用車両
scar_across_eye,目の上の傷跡
pink_bikini,ピンクビキニ
winter_clothes,冬服
headdress,頭飾り
food_on_face,顔に食べ物がつく
retro_artstyle,レトロアートスタイル
nazrin,ナズリン
mahou_shoujo_lyrical_nanoha_strikers,魔法少女リリカルなのはストライカーズ
lucky_star,ラッキースター
white_pupils,白い生徒
kagamine_len,鏡音レン
code_geass,コードギアス
leash,リーシュ
licking_lips,唇を舐める
arms_at_sides,腕の横
waitress,ウェイトレス
nipple_slip,乳首が見える
no_nose,鼻がない
sand,砂
panties_around_one_leg,片足にパンティーを巻く
splatoon_(series),スプラトゥーン_(シリーズ)
lace-up_boots,レースアップブーツ
pink_footwear,ピンクの靴
hand_on_own_cheek,自分の頬に手を当てる
raised_eyebrows,眉毛を上げた
yasaka_kanako,ヤサカカナコ
gochuumon_wa_usagi_desu_ka?,gochuumon_wa_usagi_desu_ka?
naruto_(series),ナルト_(シリーズ)
kita_high_school_uniform,北高校の制服
tenryuu_(kancolle),天龍_(艦これ)
white_leotard,白いレオタード
green_headwear,緑の帽子
lactation,授乳
microskirt,ミニスカート
wind_lift,風力
green_shirt,緑のシャツ
blue_necktie,青いネクタイ
yellow_shirt,黄色のシャツ
horizon,地平線
cabbie_hat,タクシー運転手の帽子
long_dress,ロングドレス
salute,敬礼
partially_visible_vulva,部分的に見える外陰部
yagokoro_eirin,やごころ_えいりん
toaru_kagaku_no_railgun,とある科学のレールガン
screencap,スクリーンキャプチャ
dildo,ディルド
fairy_wings,妖精の羽
tabi,足袋
airplane,飛行機
megurine_luka,巡音ルカ
dragon_tail,ドラゴンテール
houjuu_nue,ほうじゅうぬえ
black_sclera,黒い強膜
pointless_censoring,無意味な検閲
drinking,飲酒
inazuma_eleven_(series),イナズマイレブン(シリーズ)
missionary,宣教師
threesome,三人組
sundress,サンドレス
character_doll,キャラクタードール
purple_ribbon,紫のリボン
glass,ガラス
pokemon_(anime),ポケモン_(アニメ)
scythe,鎌
gift_box,ギフトボックス
onsen,温泉
sharp_fingernails,鋭い爪
vambraces,腕当て
taut_clothes,ぴんと張った服
headpat,頭を撫でる
battle,戦い
earmuffs,耳当て
reading,読む
purple_flower,紫の花
blazblue,ブレイブルー
asymmetrical_bangs,非対称の前髪
adjusting_eyewear,眼鏡の調整
logo,ロゴ
yuudachi_(kancolle),夕立（艦これ）
yellow_flower,黄色い花
mecha_musume,メカ娘
checkered_clothes,チェック柄の服
heart_hair_ornament,ハートの髪飾り
flag,フラグ
2koma,2コマ
witch,魔女
kneepits,膝窩
uneven_legwear,不均一な脚の摩耗
on_floor,床上
pen,ペン
black_bowtie,黒の蝶ネクタイ
black_swimsuit,黒の水着
off-shoulder_shirt,オフショルダーシャツ
eyebrows_behind_hair,髪の後ろの眉毛
overflow,オーバーフロー
on_head,頭の上
mouth_mask,口マスク
white_scarf,白いスカーフ
grey_jacket,グレーのジャケット
akiyama_mio,akiyama_mio
muscular_female,筋肉質な女性
chestnut_mouth,栗の口
paid_reward,有料報酬
ikazuchi_(kancolle),雷_(艦これ)
branch,支店
flat_cap,フラットキャップ
ahegao,アヘ顔
blue_kimono,青い着物
underbust,アンダーバスト
persona_4,ペルソナ4
triangular_headpiece,三角形のヘッドピース
green_ribbon,緑のリボン
suspender_skirt,サスペンダースカート
grabbing_from_behind,後ろからつかむ
hair_stick,ヘアスティック
guilty_gear,ギルティギア
red_cape,赤いケープ
furrowed_brow,しわのある眉
snake_hair_ornament,蛇の髪飾り
off-shoulder_dress,オフショルダードレス
round_eyewear,ラウンドアイウェア
white_pants,白いパンツ
fire_emblem_heroes,ファイアーエムブレムヒーローズ
hakama_short_skirt,短いスカートのハカマ
cow_print,牛のプリント
talking,話している
criss-cross_halter,クリスクロスホルター
covered_mouth,口を覆う
peach,桃
>:),>:)
saliva_trail,唾液の跡
electricity,電気
neptune_(series),ネプチューン_(シリーズ)
dragon_quest,ドラゴンクエスト
mizuhashi_parsee,mizuhashi_parsee
nurse,看護師
bucket,バケツ
cow_ears,牛の耳
pasties,パスティ
tail_ornament,尾飾り
umineko_no_naku_koro_ni,うみねこのなくころに
one_eye_covered,片目が覆われている
sexually_suggestive,性的に示唆的な
drawstring,引き紐
ankle_boots,アンクルブーツ
braided_ponytail,編み込みポニーテール
painting_(medium),絵画（中）
road,道
horn_ornament,角飾り
flipped_hair,反転した髪
marker_(medium),マーカー_(中)
xenoblade_chronicles_(series),ゼノブレイドシリーズ
arm_grab,腕を掴む
veiny_penis,静脈のあるペニス
strap_gap,ストラップギャップ
pool,プール
final_fantasy_vii,ファイナルファンタジーVII
fake_tail,フェイクテール
bad_anatomy,悪い解剖学
fubuki_(kancolle),吹雪_(艦これ)
large_areolae,大きな乳輪
interracial,異人種間
tengen_toppa_gurren_lagann,天元突破グレンラガン
ninja,忍者
hair_up,ヘアアップ
wristwatch,腕時計
hands_on_own_chest,自分の胸に手を当てる
hat_flower,帽子の花
:>,:>
facing_away,向こう側
beachball,ビーチボール
final_fantasy_xiv,ファイナルファンタジーXIV
red_lips,赤い唇
zuikaku_(kancolle),瑞鶴（艦これ）
white_wings,白い翼
car,車
black_sleeves,黒袖
gagged,猿ぐつわをかまされた
